company,fund,series_id,cik,accession,filing_date,report_date,n_sec,tot_balance,tot_val_usd,pps
Databricks,ARK Venture Fund,1905088,1905088,0000940400-26-025087,2026-06-23,2026-04-30,3,100728.0000,19944660.66,198.0051
OpenAI,ARK Venture Fund,1905088,1905088,0000940400-26-025087,2026-06-23,2026-04-30,4,105444.1010,72512628.43,687.6879
Epic Games,ARK Venture Fund,1905088,1905088,0000940400-26-025087,2026-06-23,2026-04-30,2,33868.5000,12225568.02,360.9716
Discord,ARK Venture Fund,1905088,1905088,0000940400-26-025087,2026-06-23,2026-04-30,2,211280.0000,5499266.11,26.0283
Databricks,ARK Venture Fund,1905088,1905088,0000940400-26-012609,2026-03-31,2026-01-30,3,100728.0000,19138320.00,190.0000
OpenAI,ARK Venture Fund,1905088,1905088,0000940400-26-012609,2026-03-31,2026-01-30,3,32737.0000,15815899.44,483.1200
Epic Games,ARK Venture Fund,1905088,1905088,0000940400-26-012609,2026-03-31,2026-01-30,1,33868.5000,14749680.95,435.4985
Discord,ARK Venture Fund,1905088,1905088,0000940400-26-012609,2026-03-31,2026-01-30,2,21128.0000,6105992.00,289.0000
Databricks,ARK Venture Fund,1905088,1905088,0000940400-25-014993,2025-12-29,2025-10-31,2,61254.0000,9188100.00,150.0000
OpenAI,ARK Venture Fund,1905088,1905088,0000940400-25-014993,2025-12-29,2025-10-31,3,24958.0000,16267466.07,651.7937
Epic Games,ARK Venture Fund,1905088,1905088,0000940400-25-014993,2025-12-29,2025-10-31,1,8389.5000,4485446.18,534.6500
Discord,ARK Venture Fund,1905088,1905088,0000940400-25-014993,2025-12-29,2025-10-31,1,13667.0000,4318088.65,315.9500
OpenAI,ARK Venture Fund,1905088,1905088,0000940400-25-002007,2025-09-23,2025-07-31,3,24958.0000,10835266.12,434.1400
Epic Games,ARK Venture Fund,1905088,1905088,0000940400-25-002007,2025-09-23,2025-07-31,1,8389.5000,3672637.50,437.7660
Discord,ARK Venture Fund,1905088,1905088,0000940400-25-002007,2025-09-23,2025-07-31,1,13667.0000,3553420.00,260.0000
OpenAI,ARK Venture Fund,1905088,1905088,0001752724-25-155355,2025-06-25,2025-04-30,3,24958.0000,10835266.12,434.1400
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-25-155355,2025-06-25,2025-04-30,1,8389.5000,3701699.09,441.2300
Discord,ARK Venture Fund,1905088,1905088,0001752724-25-155355,2025-06-25,2025-04-30,1,11744.0000,3053440.00,260.0000
OpenAI,ARK Venture Fund,1905088,1905088,0001752724-25-073662,2025-03-28,2025-01-31,2,13441.4847,3740899.61,278.3100
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-25-073662,2025-03-28,2025-01-31,1,8389.5000,3849186.50,458.8100
Discord,ARK Venture Fund,1905088,1905088,0001752724-25-073662,2025-03-28,2025-01-31,1,11744.0000,2952441.60,251.4000
OpenAI,ARK Venture Fund,1905088,1905088,0001752724-24-296178,2024-12-26,2024-10-31,2,13441.3833,3516669.11,261.6300
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-24-296178,2024-12-26,2024-10-31,1,6559.5000,3664071.11,558.5900
Discord,ARK Venture Fund,1905088,1905088,0001752724-24-296178,2024-12-26,2024-10-31,1,11744.0000,2681507.52,228.3300
OpenAI,ARK Venture Fund,1905088,1905088,0001752724-24-219578,2024-09-26,2024-07-31,1,5797.1014,1000000.00,172.5000
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-24-219578,2024-09-26,2024-07-31,1,6559.5000,3664071.11,558.5900
Discord,ARK Venture Fund,1905088,1905088,0001752724-24-219578,2024-09-26,2024-07-31,1,11744.0000,2606463.36,221.9400
OpenAI,ARK Venture Fund,1905088,1905088,0001752724-24-146528,2024-06-26,2024-04-30,1,15290.5200,2293578.00,150.0000
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-24-146528,2024-06-26,2024-04-30,1,6559.5000,3995129.07,609.0600
Discord,ARK Venture Fund,1905088,1905088,0001752724-24-146528,2024-06-26,2024-04-30,1,11744.0000,2500532.48,212.9200
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-24-062091,2024-03-21,2024-01-31,1,6559.5000,2887163.93,440.1500
Discord,ARK Venture Fund,1905088,1905088,0001752724-24-062091,2024-03-21,2024-01-31,1,2220.0000,647507.40,291.6700
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-23-294340,2023-12-27,2023-10-31,1,1630.5000,757416.17,464.5300
Discord,ARK Venture Fund,1905088,1905088,0001752724-23-294340,2023-12-27,2023-10-31,1,2220.0000,549694.20,247.6100
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-23-219817,2023-09-27,2023-07-31,1,1630.5000,804700.67,493.5300
Discord,ARK Venture Fund,1905088,1905088,0001752724-23-219817,2023-09-27,2023-07-31,1,960.0000,254419.20,265.0200
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-23-141437,2023-06-23,2023-04-28,1,873.5000,490042.24,561.0100
Discord,ARK Venture Fund,1905088,1905088,0001752724-23-141437,2023-06-23,2023-04-28,1,960.0000,270172.80,281.4300
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-23-065113,2023-03-24,2023-01-31,1,873.5000,665528.39,761.9100
Discord,ARK Venture Fund,1905088,1905088,0001752724-23-065113,2023-03-24,2023-01-31,1,960.0000,264000.00,275.0000
Epic Games,ARK Venture Fund,1905088,1905088,0001752724-22-291288,2022-12-27,2022-10-31,1,873.5000,655125.00,750.0000
Stripe,Fidelity Contrafund,S000006037,24238,0000035402-26-003312,2026-05-26,2026-03-31,3,2759959.0000,173877417.00,63.0000
Discord,Fidelity Contrafund,S000006037,24238,0000035402-26-003312,2026-05-26,2026-03-31,1,155000.0000,3453400.00,22.2800
SpaceX,Fidelity Contrafund,S000006037,24238,0000035402-26-003312,2026-05-26,2026-03-31,5,5321102.0000,8048242003.23,1512.5141
Stripe,Fidelity Contrafund,S000006037,24238,0000035402-26-001161,2026-02-24,2025-12-31,3,2759959.0000,114317501.78,41.4200
Discord,Fidelity Contrafund,S000006037,24238,0000035402-26-001161,2026-02-24,2025-12-31,1,15500.0000,3804940.00,245.4800
SpaceX,Fidelity Contrafund,S000006037,24238,0000035402-26-001161,2026-02-24,2025-12-31,5,4562451.0000,5816409420.24,1274.8432
Stripe,Fidelity Contrafund,S000006037,24238,0000035402-25-002136,2025-11-25,2025-09-30,3,2759959.0000,97978544.50,35.5000
Discord,Fidelity Contrafund,S000006037,24238,0000035402-25-002136,2025-11-25,2025-09-30,1,15500.0000,3951880.00,254.9600
SpaceX,Fidelity Contrafund,S000006037,24238,0000035402-25-002136,2025-11-25,2025-09-30,5,4856651.0000,3141680152.00,646.8820
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-25-198459,2025-08-22,2025-06-30,3,2759959.0000,97978544.50,35.5000
Discord,Fidelity Contrafund,S000006037,24238,0001752724-25-198459,2025-08-22,2025-06-30,1,15500.0000,3842760.00,247.9200
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-25-198459,2025-08-22,2025-06-30,5,4856651.0000,2741560510.00,564.4961
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-25-121849,2025-05-27,2025-03-31,3,2759959.0000,93148616.25,33.7500
Discord,Fidelity Contrafund,S000006037,24238,0001752724-25-121849,2025-05-27,2025-03-31,1,15500.0000,3769135.00,243.1700
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-25-121849,2025-05-27,2025-03-31,5,4856651.0000,2741560510.00,564.4961
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-25-037255,2025-02-25,2024-12-31,3,2759959.0000,75926472.09,27.5100
Discord,Fidelity Contrafund,S000006037,24238,0001752724-25-037255,2025-02-25,2024-12-31,1,15500.0000,3828810.00,247.0200
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-25-037255,2025-02-25,2024-12-31,5,4856651.0000,2741560510.00,564.4961
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-24-266665,2024-11-25,2024-09-30,3,2759959.0000,75926472.09,27.5100
Discord,Fidelity Contrafund,S000006037,24238,0001752724-24-266665,2024-11-25,2024-09-30,1,15500.0000,3690240.00,238.0800
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-24-266665,2024-11-25,2024-09-30,5,4856651.0000,1659755552.00,341.7490
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-24-196450,2024-08-28,2024-06-30,3,2759959.0000,71758934.00,26.0000
Discord,Fidelity Contrafund,S000006037,24238,0001752724-24-196450,2024-08-28,2024-06-30,1,15500.0000,4113855.00,265.4100
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-24-196450,2024-08-28,2024-06-30,5,4821935.0000,1655867360.00,343.4031
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-24-116389,2024-05-23,2024-03-31,3,2759959.0000,68888576.64,24.9600
Discord,Fidelity Contrafund,S000006037,24238,0001752724-24-116389,2024-05-23,2024-03-31,1,15500.0000,3895770.00,251.3400
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-24-116389,2024-05-23,2024-03-31,5,4821935.0000,1434099410.00,297.4116
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-24-037064,2024-02-23,2023-12-31,3,2759959.0000,67867391.81,24.5900
Discord,Fidelity Contrafund,S000006037,24238,0001752724-24-037064,2024-02-23,2023-12-31,1,15500.0000,4285440.00,276.4800
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-24-037064,2024-02-23,2023-12-31,5,4821935.0000,1434099410.00,297.4116
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-23-265982,2023-11-27,2023-09-30,3,2759959.0000,50314052.57,18.2300
Discord,Fidelity Contrafund,S000006037,24238,0001752724-23-265982,2023-11-27,2023-09-30,1,15500.0000,4019925.00,259.3500
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-23-265982,2023-11-27,2023-09-30,5,4821935.0000,1197546930.00,248.3540
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-23-189085,2023-08-24,2023-06-30,3,2759959.0000,55557974.67,20.1300
Discord,Fidelity Contrafund,S000006037,24238,0001752724-23-189085,2023-08-24,2023-06-30,1,15500.0000,4765165.00,307.4300
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-23-189085,2023-08-24,2023-06-30,5,4821935.0000,1197546930.00,248.3540
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-23-115332,2023-05-25,2023-03-31,3,2363716.0000,47581603.08,20.1300
Discord,Fidelity Contrafund,S000006037,24238,0001752724-23-115332,2023-05-25,2023-03-31,1,15500.0000,5228925.00,337.3500
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-23-115332,2023-05-25,2023-03-31,5,4821935.0000,1138408810.00,236.0896
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-23-034757,2023-02-23,2022-12-31,2,645900.0000,14481078.00,22.4200
Discord,Fidelity Contrafund,S000006037,24238,0001752724-23-034757,2023-02-23,2022-12-31,1,15500.0000,5502035.00,354.9700
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-23-034757,2023-02-23,2022-12-31,5,4821935.0000,1138408810.00,236.0896
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-22-264865,2022-11-23,2022-09-30,2,645900.0000,15378879.00,23.8100
Discord,Fidelity Contrafund,S000006037,24238,0001752724-22-264865,2022-11-23,2022-09-30,1,15500.0000,5791575.00,373.6500
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-22-264865,2022-11-23,2022-09-30,5,4821935.0000,1034917100.00,214.6269
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-22-196620,2022-08-26,2022-06-30,2,645900.0000,16515663.00,25.5700
Discord,Fidelity Contrafund,S000006037,24238,0001752724-22-196620,2022-08-26,2022-06-30,1,15500.0000,5791575.00,373.6500
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-22-196620,2022-08-26,2022-06-30,5,4821935.0000,1034917100.00,214.6269
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-22-120090,2022-05-25,2022-03-31,2,645900.0000,23872464.00,36.9600
Discord,Fidelity Contrafund,S000006037,24238,0001752724-22-120090,2022-05-25,2022-03-31,1,15500.0000,8534678.20,550.6244
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-22-120090,2022-05-25,2022-03-31,5,4713345.0000,821852640.00,174.3672
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-22-044103,2022-02-24,2021-12-31,2,645900.0000,27011538.00,41.8200
Discord,Fidelity Contrafund,S000006037,24238,0001752724-22-044103,2022-02-24,2021-12-31,1,15500.0000,8534678.20,550.6244
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-22-044103,2022-02-24,2021-12-31,5,1467594.0000,821852640.00,560.0000
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-21-248629,2021-11-22,2021-09-30,2,645900.0000,25916737.50,40.1250
Discord,Fidelity Contrafund,S000006037,24238,0001752724-21-248629,2021-11-22,2021-09-30,1,15500.0000,8534678.20,550.6244
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-21-248629,2021-11-22,2021-09-30,5,1467594.0000,616374804.06,419.9900
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-21-181156,2021-08-24,2021-06-30,2,645900.0000,25916737.50,40.1250
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-21-181156,2021-08-24,2021-06-30,5,1467594.0000,616374804.06,419.9900
Stripe,Fidelity Contrafund,S000006037,24238,0001752724-21-107295,2021-05-24,2021-03-31,1,190300.0000,7635787.50,40.1250
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-21-107295,2021-05-24,2021-03-31,5,1467594.0000,616374804.06,419.9900
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-21-030976,2021-02-19,2020-12-31,5,1415524.0000,382191480.00,270.0000
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-20-240890,2020-11-23,2020-09-30,5,1415524.0000,382191480.00,270.0000
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-20-161916,2020-08-20,2020-06-30,4,987066.0000,217154520.00,220.0000
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-20-103127,2020-05-26,2020-03-31,4,987066.0000,193751185.14,196.2900
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-20-034301,2020-02-25,2019-12-31,4,987066.0000,211232124.00,214.0000
SpaceX,Fidelity Contrafund,S000006037,24238,0001752724-19-179066,2019-11-26,2019-09-30,4,987066.0000,211232124.00,214.0000
OpenAI,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-26-004040,2026-06-26,2026-04-30,3,256743.0000,176559593.67,687.6900
Anthropic,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-26-004040,2026-06-26,2026-04-30,3,720051.0000,247767384.33,344.0970
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-26-004040,2026-06-26,2026-04-30,5,967206.0000,169551211.80,175.3000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-26-004040,2026-06-26,2026-04-30,6,4062136.0000,3127809266.37,769.9913
OpenAI,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-26-001932,2026-03-25,2026-01-31,3,256743.0000,122589647.64,477.4800
Anthropic,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-26-001932,2026-03-25,2026-01-31,3,720051.0000,192328630.23,267.1042
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-26-001932,2026-03-25,2026-01-31,5,967206.0000,183769140.00,190.0000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-26-001932,2026-03-25,2026-01-31,6,3319277.0000,2187888164.00,659.1460
Anthropic,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-25-002869,2025-12-23,2025-10-31,3,720051.0000,104382722.79,144.9657
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-25-002869,2025-12-23,2025-10-31,5,967206.0000,145080900.00,150.0000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-25-002869,2025-12-23,2025-10-31,6,3319277.0000,1101739408.00,331.9215
Anthropic,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-25-000695,2025-09-26,2025-07-31,2,432651.0000,66429415.65,153.5404
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-25-000695,2025-09-26,2025-07-31,4,908706.0000,105809726.64,116.4400
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0000035402-25-000695,2025-09-26,2025-07-31,6,3319277.0000,1101739408.00,331.9215
Anthropic,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-25-159875,2025-06-26,2025-04-30,2,432651.0000,22730497.74,52.5377
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-25-159875,2025-06-26,2025-04-30,4,908706.0000,76240433.40,83.9000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-25-159875,2025-06-26,2025-04-30,6,3319277.0000,961423540.00,289.6485
Anthropic,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-25-076609,2025-03-31,2025-01-31,1,393051.0000,22993483.50,58.5000
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-25-076609,2025-03-31,2025-01-31,4,908706.0000,84055305.00,92.5000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-25-076609,2025-03-31,2025-01-31,6,3319277.0000,961423540.00,289.6485
Anthropic,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-297827,2024-12-27,2024-10-31,1,393051.0000,13925796.93,35.4300
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-297827,2024-12-27,2024-10-31,3,718557.0000,58900117.29,81.9700
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-297827,2024-12-27,2024-10-31,6,3287577.0000,603913313.28,183.6956
Anthropic,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-218001,2024-09-25,2024-07-31,1,393051.0000,11791530.00,30.0000
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-218001,2024-09-25,2024-07-31,3,718557.0000,55573198.38,77.3400
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-218001,2024-09-25,2024-07-31,6,3198289.0000,568500352.00,177.7514
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-151073,2024-06-28,2024-04-30,3,718557.0000,56500136.91,78.6300
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-151073,2024-06-28,2024-04-30,6,3198289.0000,492361912.00,153.9454
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-071878,2024-03-27,2024-01-31,3,718557.0000,55271404.44,76.9200
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-24-071878,2024-03-27,2024-01-31,6,3198289.0000,492361912.00,153.9454
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-23-298286,2023-12-29,2023-10-31,3,718557.0000,52813939.50,73.5000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-23-298286,2023-12-29,2023-10-31,6,3198289.0000,411147576.00,128.5524
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-23-213776,2023-09-25,2023-07-31,2,711882.0000,36234793.80,50.9000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-23-213776,2023-09-25,2023-07-31,5,3192116.0000,406147446.00,127.2346
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-23-145781,2023-06-27,2023-04-30,2,711882.0000,34362544.14,48.2700
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-23-145781,2023-06-27,2023-04-30,5,3192116.0000,386090782.00,120.9514
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-23-067454,2023-03-27,2023-01-31,2,711882.0000,35031713.22,49.2100
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-23-067454,2023-03-27,2023-01-31,5,3192116.0000,386090782.00,120.9514
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-22-293786,2022-12-28,2022-10-31,2,711882.0000,37836528.30,53.1500
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-22-293786,2022-12-28,2022-10-31,5,3192116.0000,350991620.00,109.9558
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-22-219103,2022-09-27,2022-07-31,2,237294.0000,37544656.68,158.2200
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-22-219103,2022-09-27,2022-07-31,5,3192116.0000,350991620.00,109.9558
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-22-145958,2022-06-24,2022-04-30,2,237294.0000,39711150.90,167.3500
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-22-145958,2022-06-24,2022-04-30,5,2857730.0000,262067680.00,91.7048
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-22-068062,2022-03-22,2022-01-31,2,237294.0000,52312031.81,220.4524
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-22-068062,2022-03-22,2022-01-31,5,467978.0000,262067680.00,560.0000
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-21-277685,2021-12-21,2021-10-31,2,237294.0000,52312031.81,220.4524
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-21-277685,2021-12-21,2021-10-31,5,467978.0000,196546080.22,419.9900
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-21-205701,2021-09-24,2021-07-31,1,145986.0000,25893230.25,177.3679
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-21-205701,2021-09-24,2021-07-31,5,467978.0000,196546080.22,419.9900
Databricks,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-21-140426,2021-06-28,2021-04-30,1,145986.0000,25893230.25,177.3679
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-21-140426,2021-06-28,2021-04-30,5,467978.0000,196546080.22,419.9900
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-21-055663,2021-03-17,2021-01-31,5,447778.0000,120900060.00,270.0000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-20-264972,2020-12-18,2020-10-31,5,447778.0000,120900060.00,270.0000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-20-185196,2020-09-16,2020-07-31,4,368372.0000,99460440.00,270.0000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-20-127460,2020-06-25,2020-04-30,4,368372.0000,81041840.00,220.0000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-20-055190,2020-03-20,2020-01-31,4,368372.0000,78831608.00,214.0000
SpaceX,Fidelity Blue Chip Growth Fund,S000007195,754510,0001752724-19-201337,2019-12-23,2019-10-31,4,368372.0000,78831608.00,214.0000
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-26-008016,2026-06-25,2026-04-30,5,9366.0000,14015469.72,1496.4200
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-26-008016,2026-06-25,2026-04-30,5,596373.0000,113310870.00,190.0000
OpenAI,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-26-008016,2026-06-25,2026-04-30,3,41903.0000,28816144.17,687.6869
Anduril,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-26-008016,2026-06-25,2026-04-30,2,104562.0000,7209832.22,68.9527
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-26-003702,2026-03-30,2026-01-31,5,9366.0000,15417747.24,1646.1400
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-26-003702,2026-03-30,2026-01-31,5,596373.0000,113310870.00,190.0000
OpenAI,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-26-003702,2026-03-30,2026-01-31,2,30756.0000,14858838.72,483.1200
Anduril,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-26-003702,2026-03-30,2026-01-31,1,31622.0000,2069976.12,65.4600
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-25-005046,2025-12-22,2025-10-31,5,8516.0000,14018528.24,1646.1400
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-25-005046,2025-12-22,2025-10-31,5,596373.0000,89455950.00,150.0000
OpenAI,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-25-005046,2025-12-22,2025-10-31,2,1750943.0000,13531297.83,7.7280
Anduril,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-25-005046,2025-12-22,2025-10-31,1,31622.0000,1613354.44,51.0200
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-25-000465,2025-09-25,2025-07-31,4,7148.0000,10365886.64,1450.1800
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-25-000465,2025-09-25,2025-07-31,5,596373.0000,55164502.50,92.5000
Anduril,T. Rowe Price Global Stock Fund,S000001497,313212,0001099263-25-000465,2025-09-25,2025-07-31,1,31622.0000,1292795.90,40.8828
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-25-000520,2025-06-25,2025-04-30,4,7148.0000,10276965.52,1437.7400
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-25-000520,2025-06-25,2025-04-30,5,596373.0000,55164502.50,92.5000
Anduril,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-25-000520,2025-06-25,2025-04-30,1,31622.0000,1292795.90,40.8828
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-25-000283,2025-04-01,2025-01-31,4,7148.0000,9460163.56,1323.4700
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-25-000283,2025-04-01,2025-01-31,5,596373.0000,55164502.50,92.5000
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-24-001211,2024-12-20,2024-10-31,4,7148.0000,9460163.56,1323.4700
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-24-001211,2024-12-20,2024-10-31,5,596373.0000,52105109.01,87.3700
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-24-000895,2024-09-27,2024-07-31,4,7148.0000,7624493.54,1066.6611
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-24-000895,2024-09-27,2024-07-31,5,596373.0000,52105109.01,87.3700
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-24-000569,2024-06-27,2024-04-30,4,7148.0000,7624493.54,1066.6611
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-24-000569,2024-06-27,2024-04-30,5,596373.0000,43833415.50,73.5000
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-24-000275,2024-03-28,2024-01-31,4,7148.0000,7624493.54,1066.6611
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-24-000275,2024-03-28,2024-01-31,5,596373.0000,43833415.50,73.5000
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-23-001133,2023-12-21,2023-10-31,4,7148.0000,7624493.54,1066.6611
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-23-001133,2023-12-21,2023-10-31,5,596373.0000,43833415.50,73.5000
Canva,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-23-000878,2023-09-27,2023-07-31,4,7148.0000,5072006.36,709.5700
Databricks,T. Rowe Price Global Stock Fund,S000001497,313212,0000313212-23-000878,2023-09-27,2023-07-31,4,559248.0000,40914583.68,73.1600
